protein,cancer_outcome,method,n_instruments,beta,se,pvalue,OR,OR_95CI_lower,OR_95CI_upper,FDR,F_stat
LY75,Endometrial_GCST006464,Inverse variance weighted,3,-0.0021,0.012,0.858,0.9979,0.9746,1.0216,0.992,247.5
LY75,Endometrial_GCST006464,MR Egger,3,-0.0271,0.0594,0.727,0.9733,0.8663,1.0934,0.992,247.5
LY75,Endometrial_GCST006464,Weighted median,3,-0.0026,0.0132,0.846,0.9974,0.972,1.0235,0.992,247.5
FAM171B,Endometrial_GCST006464,Wald ratio,1,0.002,0.033,0.952,1.002,0.9393,1.0689,0.992,64.2
MATN3,Endometrial_GCST006464,Inverse variance weighted,2,-0.0017,0.0224,0.941,0.9983,0.9554,1.0432,0.992,97.8
EFHD1,Endometrial_GCST006464,Wald ratio,1,-0.0156,0.0769,0.839,0.9845,0.8467,1.1448,0.992,31.8
CGREF1,Endometrial_GCST006464,Wald ratio,1,-0.007,0.0281,0.804,0.993,0.9397,1.0494,0.992,112.9
ATRAID,Endometrial_GCST006464,Wald ratio,1,-0.012,0.0455,0.793,0.9881,0.9037,1.0804,0.992,37.2
VIT,Endometrial_GCST006464,Wald ratio,1,-0.0103,0.0295,0.727,0.9897,0.9341,1.0487,0.992,107.1
REG3G,Endometrial_GCST006464,MR Egger,3,-0.0644,0.193,0.795,0.9377,0.6423,1.3688,0.992,59.6
TGOLN2,Endometrial_GCST006464,Wald ratio,1,-9e-04,0.0219,0.967,0.9991,0.9571,1.043,0.992,176.9
CAPG,Endometrial_GCST006464,Inverse variance weighted,2,-6e-04,0.015,0.966,0.9994,0.9704,1.0292,0.992,269.5
CD200R1,Endometrial_GCST006464,Inverse variance weighted,2,0.0022,0.0151,0.884,1.0022,0.9729,1.0324,0.992,110.8
PODXL2,Endometrial_GCST006464,Wald ratio,1,-9e-04,0.0646,0.988,0.9991,0.8802,1.134,0.992,81.1
NUDT16,Endometrial_GCST006464,Wald ratio,1,-0.0031,0.0349,0.928,0.9969,0.931,1.0674,0.992,60.9
RARRES1,Endometrial_GCST006464,Inverse variance weighted,2,0.0072,0.0326,0.826,1.0072,0.9448,1.0736,0.992,51.9
IL1RAP,Endometrial_GCST006464,Wald ratio,1,-9e-04,0.0164,0.957,0.9991,0.9675,1.0317,0.992,580.6
TFRC,Endometrial_GCST006464,Wald ratio,1,0.0069,0.0377,0.855,1.0069,0.9353,1.0841,0.992,55.6
IL5RA,Endometrial_GCST006464,Inverse variance weighted,2,0.01,0.0366,0.784,1.0101,0.9401,1.0852,0.992,36.2
GASK1A,Endometrial_GCST006464,Wald ratio,1,-5e-04,0.0219,0.981,0.9995,0.9575,1.0433,0.992,148.8
FAM3D,Endometrial_GCST006464,Wald ratio,1,-0.0107,0.054,0.843,0.9894,0.89,1.0999,0.992,35.2
SOD3,Endometrial_GCST006464,Wald ratio,1,-0.0157,0.0474,0.74,0.9844,0.8972,1.0802,0.992,80.1
HGFAC,Endometrial_GCST006464,Inverse variance weighted,2,-0.0054,0.0398,0.891,0.9946,0.92,1.0752,0.992,42.6
CYTL1,Endometrial_GCST006464,Inverse variance weighted,2,-5e-04,0.0261,0.985,0.9995,0.9496,1.052,0.992,160.8
MAN2B2,Endometrial_GCST006464,Wald ratio,1,0.0049,0.0188,0.795,1.0049,0.9685,1.0427,0.992,367.1
PSAPL1,Endometrial_GCST006464,MR Egger,3,-0.0217,0.0927,0.853,0.9785,0.816,1.1734,0.992,113.1
ART3,Endometrial_GCST006464,Wald ratio,1,-0.0041,0.043,0.924,0.9959,0.9153,1.0835,0.992,49.1
FGF5,Endometrial_GCST006464,Wald ratio,1,-0.0016,0.0254,0.949,0.9984,0.9499,1.0493,0.992,152.1
HPGDS,Endometrial_GCST006464,Inverse variance weighted,2,0.0062,0.0209,0.766,1.0063,0.9658,1.0484,0.992,137.6
FBN2,Endometrial_GCST006464,Wald ratio,1,-0.0078,0.0472,0.869,0.9923,0.9045,1.0885,0.992,34.4
PCDHB15,Endometrial_GCST006464,Inverse variance weighted,3,0.0034,0.0262,0.896,1.0034,0.9532,1.0563,0.992,50.4
PCDHB15,Endometrial_GCST006464,Weighted median,3,-0.0028,0.0299,0.926,0.9972,0.9404,1.0574,0.992,50.4
SPINK6,Endometrial_GCST006464,Inverse variance weighted,2,-0.0133,0.0464,0.775,0.9868,0.901,1.0808,0.992,51.1
GALNT10,Endometrial_GCST006464,Wald ratio,1,0.0027,0.041,0.948,1.0027,0.9252,1.0866,0.992,47.9
GHR,Endometrial_GCST006464,Wald ratio,1,-0.0091,0.0323,0.779,0.991,0.9301,1.0558,0.992,72
MOCS2,Endometrial_GCST006464,Wald ratio,1,-6e-04,0.0376,0.987,0.9994,0.9285,1.0758,0.992,34.8
CRHBP,Endometrial_GCST006464,Wald ratio,1,-0.0063,0.0289,0.828,0.9938,0.939,1.0517,0.992,107.9
TBCA,Endometrial_GCST006464,Wald ratio,1,0.0171,0.0484,0.723,1.0173,0.9252,1.1185,0.992,36.4
SMPDL3A,Endometrial_GCST006464,Wald ratio,1,0.0027,0.0242,0.91,1.0027,0.9562,1.0515,0.992,253.3
VNN1,Endometrial_GCST006464,MR Egger,4,0.0071,0.0308,0.838,1.0072,0.9482,1.0698,0.992,212.9
VNN2,Endometrial_GCST006464,Weighted median,3,-0.0032,0.019,0.868,0.9968,0.9604,1.0346,0.992,125.9
ULBP2,Endometrial_GCST006464,Inverse variance weighted,3,-0.0053,0.0198,0.791,0.9947,0.9568,1.0342,0.992,87.3
ULBP2,Endometrial_GCST006464,MR Egger,3,0.0212,0.0723,0.818,1.0215,0.8864,1.177,0.992,87.3
PLG,Endometrial_GCST006464,Wald ratio,1,-0.0109,0.0453,0.809,0.9891,0.9051,1.081,0.992,35.5
SMOC2,Endometrial_GCST006464,Inverse variance weighted,2,-0.0012,0.03,0.969,0.9988,0.9418,1.0593,0.992,45.9
TREML2,Endometrial_GCST006464,Wald ratio,1,-0.0085,0.0307,0.782,0.9915,0.9337,1.053,0.992,71.1
ADGRB3,Endometrial_GCST006464,Inverse variance weighted,3,0.0042,0.0203,0.838,1.0042,0.9649,1.045,0.992,156.4
ADGRB3,Endometrial_GCST006464,MR Egger,3,0.0113,0.08,0.911,1.0114,0.8645,1.1831,0.992,156.4
ADGRB3,Endometrial_GCST006464,Weighted median,3,-0.005,0.0163,0.758,0.995,0.9637,1.0273,0.992,156.4
CD109,Endometrial_GCST006464,Wald ratio,1,-6e-04,0.0165,0.969,0.9994,0.9676,1.0322,0.992,392.7
NT5E,Endometrial_GCST006464,Inverse variance weighted,2,-0.0021,0.0267,0.937,0.9979,0.947,1.0516,0.992,53.7
CNPY4,Endometrial_GCST006464,Wald ratio,1,0.0146,0.0468,0.755,1.0147,0.9257,1.1122,0.992,35.9
LAMB1,Endometrial_GCST006464,Wald ratio,1,0.0113,0.0436,0.795,1.0114,0.9285,1.1017,0.992,63.3
NRCAM,Endometrial_GCST006464,Wald ratio,1,-0.0047,0.0453,0.917,0.9953,0.9108,1.0877,0.992,40.1
GPR37,Endometrial_GCST006464,Wald ratio,1,0.0029,0.0241,0.905,1.0029,0.9566,1.0514,0.992,125.2
EPHA1,Endometrial_GCST006464,Wald ratio,1,-0.0177,0.0505,0.726,0.9825,0.89,1.0846,0.992,37.3
GIMAP7,Endometrial_GCST006464,Wald ratio,1,0.0045,0.0296,0.88,1.0045,0.9479,1.0644,0.992,114.2
DDC,Endometrial_GCST006464,Wald ratio,1,-0.0083,0.0381,0.827,0.9917,0.9203,1.0686,0.992,39.4
CCL24,Endometrial_GCST006464,Inverse variance weighted,3,0.0024,0.0126,0.846,1.0025,0.9781,1.0274,0.992,183.3
CCL24,Endometrial_GCST006464,Weighted median,3,0.0026,0.0143,0.856,1.0026,0.9749,1.0311,0.992,183.3
ZP3,Endometrial_GCST006464,Inverse variance weighted,2,-0.0032,0.0112,0.776,0.9968,0.9752,1.0189,0.992,585.6
PXDNL,Endometrial_GCST006464,Wald ratio,1,0.0024,0.0383,0.949,1.0024,0.9299,1.0806,0.992,65.5
PENK,Endometrial_GCST006464,Wald ratio,1,-0.0151,0.0463,0.745,0.985,0.8996,1.0786,0.992,31
IMPA1,Endometrial_GCST006464,Wald ratio,1,0.0135,0.049,0.784,1.0136,0.9207,1.1158,0.992,38.3
HSDL2,Endometrial_GCST006464,Wald ratio,1,-9e-04,0.0146,0.949,0.9991,0.9708,1.0281,0.992,685
MEGF9,Endometrial_GCST006464,Wald ratio,1,7e-04,0.0384,0.984,1.0007,0.9282,1.0789,0.992,51.9
FCN1,Endometrial_GCST006464,Wald ratio,1,-0.01,0.035,0.774,0.99,0.9244,1.0603,0.992,80.2
TEK,Endometrial_GCST006464,Wald ratio,1,-0.0089,0.0392,0.82,0.9911,0.9178,1.0704,0.992,43.9
B4GALT1,Endometrial_GCST006464,Wald ratio,1,-0.0035,0.048,0.942,0.9965,0.907,1.0948,0.992,35.6
IGFBPL1,Endometrial_GCST006464,Inverse variance weighted,2,0.0017,0.0382,0.965,1.0017,0.9295,1.0795,0.992,57.4
GCNT1,Endometrial_GCST006464,Wald ratio,1,0.0041,0.0399,0.918,1.0041,0.9285,1.0858,0.992,39.2
OGN,Endometrial_GCST006464,Inverse variance weighted,2,-0.0077,0.0235,0.742,0.9923,0.9477,1.039,0.992,85.2
PNLIPRP2,Endometrial_GCST006464,Inverse variance weighted,2,-1e-04,0.0105,0.993,0.9999,0.9796,1.0207,0.994,642.9
VNN1,Endometrial_GCST006464,Weighted median,4,0,0.0136,0.999,1,0.9737,1.027,0.999,212.9
SIGLEC10,Ovarian_GCST90016665,Wald ratio,1,0.1248,0.0333,0.000182,1.1329,1.0613,1.2094,0.118,41.2
NMI,Ovarian_GCST90016665,Wald ratio,1,0.0571,0.0192,0.00289,1.0587,1.0197,1.0993,0.447,128.1
KLB,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0329,0.0112,0.00344,0.9677,0.9466,0.9892,0.447,198
SPARCL1,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0341,0.0111,0.00221,0.9665,0.9456,0.9878,0.447,241.7
CNPY4,Ovarian_GCST90016665,Wald ratio,1,-0.1005,0.0343,0.0034,0.9044,0.8456,0.9673,0.447,35.9
C1QTNF1,Ovarian_GCST90016665,Wald ratio,1,0.2872,0.1037,0.00563,1.3327,1.0875,1.6332,0.547,44.9
MAN2B2,Ovarian_GCST90016665,Wald ratio,1,-0.039,0.0142,0.00589,0.9618,0.9355,0.9888,0.547,367.1
VSIG10,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0319,0.0119,0.00728,0.9686,0.9463,0.9914,0.591,194.4
SFTPA2,Ovarian_GCST90016665,Inverse variance weighted,2,0.0361,0.0139,0.00929,1.0368,1.0089,1.0654,0.603,131.4
TYMP,Ovarian_GCST90016665,Wald ratio,1,0.0634,0.0247,0.0102,1.0655,1.0151,1.1183,0.603,68
PTGR1,Ovarian_GCST90016665,Wald ratio,1,0.0854,0.0325,0.00859,1.0892,1.022,1.1609,0.603,35.2
VNN2,Ovarian_GCST90016665,Inverse variance weighted,3,0.031,0.0122,0.0112,1.0315,1.0071,1.0565,0.608,125.9
NUCB2,Ovarian_GCST90016665,Wald ratio,1,0.0385,0.0162,0.0174,1.0392,1.0068,1.0727,0.639,188.9
SIGLEC9,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0281,0.0115,0.0145,0.9723,0.9507,0.9945,0.639,168.9
TNN,Ovarian_GCST90016665,Wald ratio,1,-0.0486,0.0205,0.0177,0.9526,0.9151,0.9916,0.639,98.6
CNTN2,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0245,0.0101,0.0156,0.9758,0.9567,0.9954,0.639,253.6
RARRES1,Ovarian_GCST90016665,Wald ratio,1,-0.0619,0.0261,0.0177,0.94,0.8931,0.9893,0.639,56
IGFBP3,Ovarian_GCST90016665,Wald ratio,1,-0.0664,0.0279,0.0173,0.9358,0.886,0.9884,0.639,46.4
VNN2,Ovarian_GCST90016665,Weighted median,3,0.0331,0.0143,0.0209,1.0336,1.005,1.063,0.685,125.9
TREML2,Ovarian_GCST90016665,Wald ratio,1,0.0496,0.0216,0.0218,1.0509,1.0072,1.0964,0.685,71.1
HMCN2,Ovarian_GCST90016665,Inverse variance weighted,2,0.0345,0.0151,0.0221,1.0352,1.005,1.0662,0.685,144.2
SFTPD,Ovarian_GCST90016665,Wald ratio,1,-0.0349,0.0158,0.0274,0.9657,0.9362,0.9961,0.719,192.8
CAT,Ovarian_GCST90016665,Wald ratio,1,0.0649,0.0328,0.0478,1.0671,1.0006,1.1379,0.719,40.9
IL17D,Ovarian_GCST90016665,Wald ratio,1,-0.0493,0.025,0.0487,0.9519,0.9063,0.9997,0.719,64.9
RNASE6,Ovarian_GCST90016665,Wald ratio,1,0.0687,0.0347,0.0473,1.0712,1.0008,1.1465,0.719,35.5
SHMT1,Ovarian_GCST90016665,Wald ratio,1,0.0506,0.0251,0.0437,1.0519,1.0014,1.1049,0.719,69.8
LGALS9,Ovarian_GCST90016665,Wald ratio,1,-0.0539,0.0254,0.0337,0.9475,0.9015,0.9959,0.719,65.7
AOC3,Ovarian_GCST90016665,Wald ratio,1,0.0376,0.0184,0.041,1.0383,1.0015,1.0765,0.719,108.9
SAT2,Ovarian_GCST90016665,Wald ratio,1,-0.0536,0.0272,0.0484,0.9478,0.8987,0.9996,0.719,40.5
SERPINB8,Ovarian_GCST90016665,Inverse variance weighted,2,0.0344,0.0172,0.0451,1.035,1.0008,1.0704,0.719,121.3
SBSN,Ovarian_GCST90016665,Wald ratio,1,0.0562,0.0261,0.0316,1.0578,1.005,1.1134,0.719,63.4
CCER2,Ovarian_GCST90016665,Inverse variance weighted,2,0.0876,0.0397,0.0274,1.0916,1.0098,1.18,0.719,40
CD101,Ovarian_GCST90016665,Inverse variance weighted,3,0.0284,0.0138,0.0398,1.0288,1.0013,1.0571,0.719,98.8
CD101,Ovarian_GCST90016665,Weighted median,3,0.0313,0.0156,0.0444,1.0318,1.0008,1.0638,0.719,98.8
SLAMF7,Ovarian_GCST90016665,Inverse variance weighted,2,0.0307,0.0138,0.0259,1.0311,1.0037,1.0593,0.719,129.4
EVI5,Ovarian_GCST90016665,Wald ratio,1,0.0668,0.0306,0.0289,1.069,1.0069,1.1351,0.719,41.9
TFF1,Ovarian_GCST90016665,Wald ratio,1,-0.0507,0.0255,0.0471,0.9506,0.9041,0.9994,0.719,51.8
MERTK,Ovarian_GCST90016665,Wald ratio,1,-0.06,0.0296,0.0424,0.9418,0.8888,0.998,0.719,42.5
TFPI,Ovarian_GCST90016665,Wald ratio,1,0.0527,0.0257,0.0398,1.0542,1.0025,1.1085,0.719,61.7
AGXT,Ovarian_GCST90016665,Wald ratio,1,-0.0632,0.0309,0.041,0.9388,0.8836,0.9974,0.719,44.3
PDE5A,Ovarian_GCST90016665,Wald ratio,1,-0.0695,0.0333,0.0368,0.9328,0.8739,0.9958,0.719,37.4
SPINK2,Ovarian_GCST90016665,Wald ratio,1,0.0481,0.0228,0.0351,1.0493,1.0034,1.0973,0.719,75.8
PODXL,Ovarian_GCST90016665,Wald ratio,1,0.0932,0.0433,0.0315,1.0977,1.0083,1.1949,0.719,34.5
HSDL2,Ovarian_GCST90016665,Wald ratio,1,-0.022,0.0105,0.0368,0.9782,0.9582,0.9986,0.719,685
B4GAT1,Ovarian_GCST90016665,Wald ratio,1,-0.0672,0.0347,0.0524,0.935,0.8735,1.0007,0.727,34.9
CLEC1A,Ovarian_GCST90016665,Wald ratio,1,0.0863,0.0443,0.0513,1.0901,0.9995,1.1889,0.727,41.9
GGACT,Ovarian_GCST90016665,Inverse variance weighted,2,0.0646,0.0333,0.0526,1.0667,0.9993,1.1387,0.727,66.3
SPINK5,Ovarian_GCST90016665,Wald ratio,1,-0.0481,0.025,0.0539,0.953,0.9075,1.0008,0.73,70
C1QTNF9,Ovarian_GCST90016665,Inverse variance weighted,2,0.0182,0.0096,0.0574,1.0184,0.9994,1.0377,0.761,284.5
GCNT1,Ovarian_GCST90016665,Wald ratio,1,0.0539,0.0285,0.0591,1.0553,0.9979,1.1161,0.769,39.2
PTPRH,Ovarian_GCST90016665,Inverse variance weighted,2,0.0349,0.0186,0.0606,1.0355,0.9984,1.0739,0.773,88.3
GSTT2B,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0171,0.0092,0.0622,0.9831,0.9656,1.0009,0.778,393.8
IL17RA,Ovarian_GCST90016665,Wald ratio,1,-0.0351,0.0191,0.0659,0.9656,0.9301,1.0023,0.808,132.7
COL24A1,Ovarian_GCST90016665,Wald ratio,1,0.2987,0.1647,0.0698,1.3481,0.9761,1.8619,0.818,33.2
BTD,Ovarian_GCST90016665,Wald ratio,1,0.0297,0.0164,0.0705,1.0302,0.9975,1.0638,0.818,268.3
GPIHBP1,Ovarian_GCST90016665,Wald ratio,1,0.0641,0.0352,0.0686,1.0662,0.9951,1.1424,0.818,42.5
CTSF,Ovarian_GCST90016665,Wald ratio,1,-0.0991,0.0604,0.101,0.9057,0.8045,1.0195,0.821,37.8
WASHC3,Ovarian_GCST90016665,Wald ratio,1,0.0486,0.0288,0.0913,1.0498,0.9922,1.1108,0.821,59.3
KLRD1,Ovarian_GCST90016665,Wald ratio,1,0.0422,0.0245,0.0849,1.0431,0.9942,1.0945,0.821,73.6
LCP1,Ovarian_GCST90016665,Wald ratio,1,0.0214,0.0123,0.0828,1.0216,0.9972,1.0466,0.821,289.6
ATXN3,Ovarian_GCST90016665,Wald ratio,1,-0.0426,0.0249,0.0868,0.9583,0.9128,1.0062,0.821,63.1
PPCDC,Ovarian_GCST90016665,Inverse variance weighted,3,0.0227,0.0136,0.0957,1.0229,0.996,1.0506,0.821,94.4
CTSH,Ovarian_GCST90016665,Weighted median,3,0.0214,0.0124,0.083,1.0217,0.9972,1.0467,0.821,296.5
VASN,Ovarian_GCST90016665,Inverse variance weighted,2,0.0457,0.0269,0.089,1.0468,0.9931,1.1034,0.821,42.6
IL34,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0257,0.0153,0.0929,0.9747,0.9459,1.0043,0.821,94.8
CD300LG,Ovarian_GCST90016665,Wald ratio,1,0.0506,0.0303,0.0955,1.0519,0.9912,1.1164,0.821,42.9
SIGLEC6,Ovarian_GCST90016665,Inverse variance weighted,3,-0.0393,0.0239,0.1,0.9615,0.9175,1.0076,0.821,37.8
PTPRS,Ovarian_GCST90016665,Wald ratio,1,0.0819,0.0493,0.0972,1.0853,0.9852,1.1955,0.821,38.7
SLAMF8,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0228,0.0138,0.0995,0.9775,0.9513,1.0043,0.821,221.8
TACSTD2,Ovarian_GCST90016665,Wald ratio,1,0.028,0.0159,0.0782,1.0284,0.9968,1.0609,0.821,164.8
BPIFB2,Ovarian_GCST90016665,Wald ratio,1,0.0582,0.0343,0.0897,1.0599,0.991,1.1336,0.821,42.5
FAM3B,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0202,0.0116,0.0819,0.98,0.958,1.0026,0.821,123.7
MATN3,Ovarian_GCST90016665,Wald ratio,1,0.0451,0.0253,0.0744,1.0461,0.9956,1.0993,0.821,81.5
CASP8,Ovarian_GCST90016665,Wald ratio,1,-0.0456,0.0272,0.0937,0.9554,0.9059,1.0078,0.821,43.8
F11,Ovarian_GCST90016665,Wald ratio,1,0.0453,0.0267,0.0894,1.0463,0.993,1.1025,0.821,60.6
CXCL5,Ovarian_GCST90016665,Wald ratio,1,-0.0539,0.0328,0.101,0.9475,0.8884,1.0105,0.821,37
GRIK2,Ovarian_GCST90016665,Wald ratio,1,0.056,0.0313,0.0741,1.0576,0.9946,1.1246,0.821,66.4
GPR37,Ovarian_GCST90016665,Wald ratio,1,0.0293,0.0177,0.0981,1.0297,0.9946,1.066,0.821,125.2
MEGF9,Ovarian_GCST90016665,Wald ratio,1,-0.0482,0.0278,0.0832,0.953,0.9024,1.0064,0.821,51.9
PDCD1LG2,Ovarian_GCST90016665,Inverse variance weighted,2,0.0237,0.014,0.0903,1.024,0.9963,1.0525,0.821,102.8
AHCY,Ovarian_GCST90016665,Wald ratio,1,0.0443,0.0276,0.108,1.0453,0.9903,1.1034,0.827,47.3
HS1BP3,Ovarian_GCST90016665,Inverse variance weighted,2,0.0421,0.0261,0.107,1.043,0.991,1.0978,0.827,52.9
CD80,Ovarian_GCST90016665,Wald ratio,1,-0.039,0.0244,0.11,0.9617,0.9168,1.0089,0.827,62.8
DCBLD2,Ovarian_GCST90016665,Wald ratio,1,-0.0543,0.034,0.111,0.9472,0.8861,1.0125,0.827,44.2
CLGN,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0231,0.0142,0.104,0.9772,0.9504,1.0048,0.827,144.4
LECT2,Ovarian_GCST90016665,Inverse variance weighted,2,0.0109,0.0068,0.109,1.011,0.9976,1.0245,0.827,1046.4
SPINK1,Ovarian_GCST90016665,Wald ratio,1,0.0423,0.0264,0.11,1.0432,0.9905,1.0986,0.827,47.9
B3GNT7,Ovarian_GCST90016665,Wald ratio,1,-0.023,0.0145,0.112,0.9772,0.9498,1.0054,0.83,355.2
GFRA1,Ovarian_GCST90016665,Wald ratio,1,0.0467,0.0295,0.114,1.0478,0.9889,1.1102,0.832,61.7
PINLYP,Ovarian_GCST90016665,Wald ratio,1,-0.0196,0.0125,0.117,0.9805,0.9567,1.005,0.847,352.7
PPCDC,Ovarian_GCST90016665,Weighted median,3,0.0238,0.0154,0.123,1.0241,0.9936,1.0555,0.869,94.4
ARSA,Ovarian_GCST90016665,Wald ratio,1,-0.0299,0.0193,0.122,0.9706,0.9345,1.008,0.869,32.7
CLUL1,Ovarian_GCST90016665,Inverse variance weighted,2,0.0266,0.0174,0.127,1.0269,0.9925,1.0625,0.877,99.7
HSD17B14,Ovarian_GCST90016665,Weighted median,3,0.0197,0.0129,0.126,1.0198,0.9945,1.0459,0.877,121.7
IFNLR1,Ovarian_GCST90016665,Wald ratio,1,-0.1023,0.0672,0.128,0.9028,0.7913,1.03,0.877,36.6
MGMT,Ovarian_GCST90016665,Inverse variance weighted,2,0.0295,0.0198,0.135,1.0299,0.9908,1.0706,0.879,70.4
TMEM25,Ovarian_GCST90016665,Wald ratio,1,-0.0384,0.0257,0.135,0.9623,0.9151,1.012,0.879,35.1
ISLR2,Ovarian_GCST90016665,Wald ratio,1,0.0539,0.0357,0.131,1.0554,0.9841,1.1318,0.879,36.4
IL4R,Ovarian_GCST90016665,Wald ratio,1,-0.0471,0.0314,0.133,0.954,0.8971,1.0145,0.879,37.5
RBKS,Ovarian_GCST90016665,Wald ratio,1,0.0475,0.0315,0.132,1.0486,0.9858,1.1155,0.879,36
CEACAM21,Ovarian_GCST90016665,Inverse variance weighted,2,0.0136,0.0092,0.138,1.0137,0.9956,1.032,0.881,480.7
ENPP2,Ovarian_GCST90016665,Wald ratio,1,0.0427,0.0288,0.138,1.0436,0.9864,1.1042,0.881,56.7
PCSK7,Ovarian_GCST90016665,Wald ratio,1,0.0451,0.0306,0.141,1.0461,0.9851,1.1109,0.892,44.9
SMPD1,Ovarian_GCST90016665,Wald ratio,1,-0.0409,0.0281,0.146,0.9599,0.9085,1.0143,0.912,61.6
FUCA1,Ovarian_GCST90016665,Wald ratio,1,-0.0452,0.0314,0.151,0.9558,0.8987,1.0166,0.935,45.8
HSD17B14,Ovarian_GCST90016665,Inverse variance weighted,3,0.0157,0.011,0.154,1.0158,0.9941,1.0381,0.936,121.7
MYOC,Ovarian_GCST90016665,Wald ratio,1,-0.0467,0.0326,0.153,0.9544,0.8953,1.0175,0.936,35
MMP12,Ovarian_GCST90016665,Wald ratio,1,0.0273,0.0197,0.167,1.0277,0.9887,1.0682,0.942,163.2
WFIKKN2,Ovarian_GCST90016665,Wald ratio,1,-0.0242,0.0174,0.166,0.9761,0.9434,1.0101,0.942,164.3
GRP,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0271,0.0197,0.168,0.9733,0.9365,1.0115,0.942,55.6
BST2,Ovarian_GCST90016665,Wald ratio,1,-0.065,0.0472,0.169,0.9371,0.8542,1.028,0.942,33.3
SIGLEC6,Ovarian_GCST90016665,Weighted median,3,-0.0382,0.0279,0.171,0.9625,0.9113,1.0166,0.942,37.8
CD70,Ovarian_GCST90016665,Wald ratio,1,-0.0275,0.0195,0.158,0.9729,0.9364,1.0108,0.942,108.1
ADGRE1,Ovarian_GCST90016665,Wald ratio,1,0.0713,0.051,0.162,1.0739,0.9718,1.1868,0.942,110.1
ECM1,Ovarian_GCST90016665,Wald ratio,1,-0.022,0.016,0.171,0.9783,0.948,1.0095,0.942,188.9
TGFBI,Ovarian_GCST90016665,Wald ratio,1,-0.0253,0.0182,0.165,0.9751,0.9409,1.0105,0.942,147.3
GM2A,Ovarian_GCST90016665,Wald ratio,1,-0.0202,0.0147,0.168,0.98,0.9521,1.0086,0.942,224.7
IGF2R,Ovarian_GCST90016665,Wald ratio,1,0.0392,0.0281,0.163,1.04,0.9843,1.0989,0.942,47.1
PNLIPRP2,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0103,0.0076,0.175,0.9898,0.9752,1.0046,0.955,642.9
LBP,Ovarian_GCST90016665,Wald ratio,1,-0.0242,0.018,0.179,0.9761,0.9423,1.0111,0.961,312.7
PCDHB15,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0274,0.0203,0.179,0.973,0.935,1.0126,0.961,55.5
THY1,Ovarian_GCST90016665,Wald ratio,1,-0.0451,0.0338,0.181,0.9559,0.8947,1.0213,0.966,33.6
NCAM1,Ovarian_GCST90016665,Weighted median,3,0.0335,0.0252,0.184,1.034,0.9843,1.0863,0.971,37.7
FCGR2A,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0135,0.0104,0.192,0.9866,0.9667,1.0068,0.972,279.3
PTPRC,Ovarian_GCST90016665,Wald ratio,1,0.0486,0.0373,0.193,1.0498,0.9758,1.1294,0.972,77.3
REG1B,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0334,0.0254,0.188,0.9671,0.9202,1.0164,0.972,37.6
CYTL1,Ovarian_GCST90016665,Inverse variance weighted,2,0.0244,0.0188,0.194,1.0247,0.9876,1.0633,0.972,160.8
SPINK6,Ovarian_GCST90016665,Wald ratio,1,-0.0339,0.0261,0.194,0.9667,0.9184,1.0174,0.972,64.2
GHR,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0207,0.0158,0.191,0.9795,0.9496,1.0104,0.972,75.9
CD2AP,Ovarian_GCST90016665,Wald ratio,1,0.0282,0.0214,0.188,1.0286,0.9863,1.0728,0.972,93.1
WFDC12,Ovarian_GCST90016665,Wald ratio,1,-0.0377,0.0295,0.201,0.963,0.9089,1.0203,0.974,42.8
VWC2,Ovarian_GCST90016665,Wald ratio,1,0.0369,0.0287,0.198,1.0376,0.9808,1.0977,0.974,46.5
CCN4,Ovarian_GCST90016665,Wald ratio,1,-0.0392,0.0306,0.2,0.9615,0.9056,1.021,0.974,38.8
PENK,Ovarian_GCST90016665,Wald ratio,1,-0.0428,0.0333,0.198,0.9581,0.8975,1.0227,0.974,31
CPXM2,Ovarian_GCST90016665,Wald ratio,1,0.0255,0.0231,0.269,1.0259,0.9804,1.0734,0.976,105.6
CDNF,Ovarian_GCST90016665,Wald ratio,1,-0.0344,0.0372,0.355,0.9661,0.8981,1.0393,0.976,48.2
RET,Ovarian_GCST90016665,Inverse variance weighted,2,0.0276,0.0245,0.26,1.028,0.9798,1.0785,0.976,35.8
LIPF,Ovarian_GCST90016665,Wald ratio,1,0.0376,0.0329,0.254,1.0383,0.9734,1.1076,0.976,31.5
FGFBP3,Ovarian_GCST90016665,Wald ratio,1,-0.0244,0.0263,0.354,0.9759,0.9269,1.0275,0.976,61.1
